DQ HER, 2457906.398924, 15.006, 0.021, V
DQ HER, 2457906.398125, 15.034, 0.021, V
DQ HER, 2457906.397338, 15.118, 0.024, V
DQ HER, 2457906.396551, 15.081, 0.021, V
DQ HER, 2457906.395764, 15.133, 0.025, V
DQ HER, 2457906.394977, 15.192, 0.021, V
DQ HER, 2457906.39419, 15.225, 0.022, V
DQ HER, 2457906.393403, 15.205, 0.020, V
DQ HER, 2457906.392616, 15.243, 0.031, V
DQ HER, 2457906.391829, 15.294, 0.020, V
DQ HER, 2457906.390961, 15.362, 0.028, V
DQ HER, 2457906.390174, 15.429, 0.024, V
DQ HER, 2457906.389387, 15.470, 0.023, V
DQ HER, 2457906.3886, 15.535, 0.025, V
DQ HER, 2457906.387813, 15.684, 0.025, V
DQ HER, 2457906.387025, 15.886, 0.026, V
DQ HER, 2457906.386227, 15.884, 0.030, V
DQ HER, 2457906.38544, 16.165, 0.031, V
DQ HER, 2457906.384653, 16.163, 0.037, V
DQ HER, 2457906.383866, 16.357, 0.037, V
DQ HER, 2457906.383067, 16.554, 0.039, V
DQ HER, 2457906.382292, 16.707, 0.047, V
DQ HER, 2457906.381505, 16.974, 0.054, V
DQ HER, 2457906.380718, 17.069, 0.059, V
DQ HER, 2457906.379664, 17.164, 0.064, V
DQ HER, 2457906.378877, 17.182, 0.067, V
DQ HER, 2457906.378079, 17.348, 0.078, V
DQ HER, 2457906.377211, 17.441, 0.086, V
DQ HER, 2457906.376424, 17.148, 0.061, V
DQ HER, 2457906.375637, 17.186, 0.065, V
DQ HER, 2457906.374838, 17.115, 0.060, V
DQ HER, 2457906.374051, 16.907, 0.053, V
DQ HER, 2457906.373264, 16.618, 0.042, V
DQ HER, 2457906.372465, 16.374, 0.036, V
DQ HER, 2457906.371678, 16.284, 0.034, V
DQ HER, 2457906.370891, 16.040, 0.028, V
DQ HER, 2457906.370104, 15.879, 0.027, V
DQ HER, 2457906.369317, 15.723, 0.028, V
DQ HER, 2457906.36853, 15.571, 0.026, V
DQ HER, 2457906.367743, 15.495, 0.025, V
DQ HER, 2457906.366956, 15.378, 0.025, V
DQ HER, 2457906.366169, 15.283, 0.022, V
DQ HER, 2457906.365382, 15.191, 0.022, V
DQ HER, 2457906.364595, 15.082, 0.023, V
DQ HER, 2457906.363796, 14.994, 0.024, V
DQ HER, 2457906.36272, 14.895, 0.021, V
DQ HER, 2457906.361933, 14.831, 0.023, V
DQ HER, 2457906.361146, 14.811, 0.022, V
DQ HER, 2457906.360359, 14.780, 0.019, V
DQ HER, 2457906.359583, 14.735, 0.020, V
DQ HER, 2457906.358785, 14.716, 0.021, V
DQ HER, 2457906.358009, 14.749, 0.020, V
DQ HER, 2457906.357211, 14.715, 0.020, V
DQ HER, 2457906.356424, 14.682, 0.020, V
DQ HER, 2457906.355637, 14.674, 0.021, V
DQ HER, 2457906.35485, 14.735, 0.019, V
DQ HER, 2457906.354063, 14.743, 0.020, V
DQ HER, 2457904.371227, 14.813, 0.020, V
DQ HER, 2457904.37044, 14.786, 0.019, V
DQ HER, 2457904.369653, 14.756, 0.018, V
DQ HER, 2457904.368866, 14.739, 0.021, V
DQ HER, 2457904.368079, 14.763, 0.018, V
DQ HER, 2457904.367292, 14.757, 0.021, V
DQ HER, 2457904.366516, 14.745, 0.020, V
DQ HER, 2457904.365729, 14.725, 0.018, V
DQ HER, 2457904.364942, 14.756, 0.020, V
DQ HER, 2457904.364155, 14.741, 0.021, V
DQ HER, 2457904.363368, 14.750, 0.021, V
DQ HER, 2457904.362581, 14.814, 0.020, V
DQ HER, 2457904.361794, 14.820, 0.020, V
DQ HER, 2457904.361007, 14.848, 0.021, V
DQ HER, 2457904.36022, 14.836, 0.019, V
DQ HER, 2457904.359433, 14.837, 0.019, V
DQ HER, 2457904.358646, 14.841, 0.019, V
DQ HER, 2457904.357859, 14.839, 0.020, V
DQ HER, 2457904.357072, 14.859, 0.020, V
DQ HER, 2457904.356285, 14.814, 0.020, V
DQ HER, 2457904.355498, 14.887, 0.020, V
DQ HER, 2457904.354722, 14.868, 0.017, V
DQ HER, 2457904.353924, 14.842, 0.021, V
DQ HER, 2457902.428854, 14.787, 0.014, V
DQ HER, 2457902.428067, 14.827, 0.013, V
DQ HER, 2457902.42728, 14.830, 0.013, V
DQ HER, 2457902.426493, 14.845, 0.014, V
DQ HER, 2457902.425706, 14.868, 0.015, V
DQ HER, 2457902.424919, 14.847, 0.016, V
DQ HER, 2457902.424132, 14.821, 0.012, V
DQ HER, 2457902.423345, 14.769, 0.012, V
DQ HER, 2457902.422558, 14.826, 0.015, V
DQ HER, 2457902.421771, 14.832, 0.014, V
DQ HER, 2457902.420984, 14.826, 0.014, V
DQ HER, 2457902.420197, 14.843, 0.013, V
DQ HER, 2457902.41941, 14.833, 0.013, V
DQ HER, 2457902.418623, 14.863, 0.014, V
DQ HER, 2457902.417836, 14.836, 0.013, V
DQ HER, 2457902.417049, 14.885, 0.014, V
DQ HER, 2457902.41625, 14.863, 0.014, V
DQ HER, 2457902.415463, 14.850, 0.014, V
DQ HER, 2457902.414676, 14.854, 0.014, V
DQ HER, 2457902.413889, 14.848, 0.014, V
DQ HER, 2457902.413102, 14.827, 0.014, V
DQ HER, 2457902.412303, 14.865, 0.014, V
DQ HER, 2457902.411516, 14.837, 0.013, V
DQ HER, 2457902.410718, 14.831, 0.013, V
DQ HER, 2457902.409931, 14.799, 0.013, V
DQ HER, 2457902.409144, 14.809, 0.013, V
DQ HER, 2457902.408356, 14.841, 0.013, V
DQ HER, 2457902.407569, 14.824, 0.014, V
DQ HER, 2457902.406782, 14.881, 0.014, V
DQ HER, 2457902.405995, 14.823, 0.013, V
DQ HER, 2457902.405208, 14.844, 0.015, V
DQ HER, 2457902.40441, 14.804, 0.016, V
DQ HER, 2457902.403623, 14.851, 0.016, V
DQ HER, 2457902.402836, 14.823, 0.018, V
DQ HER, 2457902.402049, 14.790, 0.020, V
DQ HER, 2457902.401262, 14.854, 0.020, V
DQ HER, 2457902.400475, 14.849, 0.018, V
DQ HER, 2457902.399688, 14.831, 0.019, V
DQ HER, 2457902.3989, 14.870, 0.018, V
DQ HER, 2457902.398113, 14.881, 0.026, V
DQ HER, 2457902.397326, 14.832, 0.018, V
DQ HER, 2457902.396539, 14.824, 0.019, V
DQ HER, 2457902.395752, 14.832, 0.020, V
DQ HER, 2457902.394965, 14.853, 0.021, V
DQ HER, 2457902.394178, 14.820, 0.025, V
DQ HER, 2457902.393391, 14.809, 0.017, V
DQ HER, 2457902.392604, 14.814, 0.014, V
DQ HER, 2457902.391817, 14.798, 0.014, V
DQ HER, 2457902.391019, 14.776, 0.015, V
DQ HER, 2457902.390231, 14.817, 0.014, V
DQ HER, 2457902.389433, 14.815, 0.013, V
DQ HER, 2457902.388646, 14.829, 0.013, V
DQ HER, 2457902.387859, 14.804, 0.014, V
DQ HER, 2457902.387072, 14.860, 0.013, V
DQ HER, 2457902.386285, 14.779, 0.015, V
DQ HER, 2457902.385498, 14.829, 0.014, V
DQ HER, 2457902.384711, 14.825, 0.015, V
DQ HER, 2457902.383924, 14.861, 0.015, V
DQ HER, 2457902.383137, 14.821, 0.013, V
DQ HER, 2457902.38235, 14.856, 0.014, V
DQ HER, 2457902.381551, 14.849, 0.015, V
DQ HER, 2457902.380764, 14.890, 0.014, V
DQ HER, 2457902.379977, 14.882, 0.014, V
DQ HER, 2457902.37919, 14.921, 0.014, V
DQ HER, 2457902.378403, 14.891, 0.014, V
DQ HER, 2457902.377616, 14.921, 0.013, V
DQ HER, 2457902.376829, 14.913, 0.014, V
DQ HER, 2457902.376042, 14.870, 0.014, V
DQ HER, 2457902.375243, 14.902, 0.014, V
DQ HER, 2457902.374456, 14.884, 0.014, V
DQ HER, 2457902.373669, 14.905, 0.014, V
DQ HER, 2457902.372882, 14.902, 0.013, V
DQ HER, 2457902.372095, 14.928, 0.014, V
DQ HER, 2457902.371308, 14.892, 0.014, V
DQ HER, 2457902.370521, 14.914, 0.014, V
DQ HER, 2457902.369734, 14.926, 0.015, V
DQ HER, 2457902.368947, 14.941, 0.013, V
DQ HER, 2457902.368148, 14.957, 0.015, V
DQ HER, 2457899.427222, 14.943, 0.016, V
DQ HER, 2457899.426435, 15.008, 0.016, V
DQ HER, 2457899.425648, 15.106, 0.016, V
DQ HER, 2457899.424861, 15.111, 0.016, V
DQ HER, 2457899.424074, 15.187, 0.017, V
DQ HER, 2457899.423287, 15.220, 0.016, V
DQ HER, 2457899.4225, 15.300, 0.016, V
DQ HER, 2457899.421713, 15.342, 0.017, V
DQ HER, 2457899.420926, 15.403, 0.019, V
DQ HER, 2457899.420139, 15.489, 0.020, V
DQ HER, 2457899.419352, 15.594, 0.021, V
DQ HER, 2457899.418565, 15.647, 0.021, V
DQ HER, 2457899.417778, 15.764, 0.021, V
DQ HER, 2457899.416979, 15.843, 0.021, V
DQ HER, 2457899.416192, 15.966, 0.022, V
DQ HER, 2457899.415394, 16.113, 0.028, V
DQ HER, 2457899.414606, 16.201, 0.027, V
DQ HER, 2457899.413819, 16.335, 0.027, V
DQ HER, 2457899.413032, 16.521, 0.032, V
DQ HER, 2457899.412245, 16.668, 0.038, V
DQ HER, 2457899.411447, 16.808, 0.040, V
DQ HER, 2457899.41066, 16.826, 0.043, V
DQ HER, 2457899.409873, 16.955, 0.042, V
DQ HER, 2457899.409086, 17.118, 0.055, V
DQ HER, 2457899.408299, 17.101, 0.052, V
DQ HER, 2457899.4075, 17.099, 0.052, V
DQ HER, 2457899.406713, 17.116, 0.054, V
DQ HER, 2457899.405926, 17.128, 0.050, V
DQ HER, 2457899.405139, 16.924, 0.044, V
DQ HER, 2457899.404352, 16.892, 0.043, V
DQ HER, 2457899.403553, 16.683, 0.038, V
DQ HER, 2457899.402766, 16.529, 0.033, V
DQ HER, 2457899.401979, 16.289, 0.029, V
DQ HER, 2457899.401192, 16.185, 0.029, V
DQ HER, 2457899.400394, 15.877, 0.023, V
DQ HER, 2457899.399606, 15.678, 0.022, V
DQ HER, 2457899.398831, 15.612, 0.020, V
DQ HER, 2457899.398032, 15.501, 0.019, V
DQ HER, 2457899.397245, 15.399, 0.019, V
DQ HER, 2457899.396458, 15.275, 0.018, V
DQ HER, 2457899.395683, 15.200, 0.018, V
DQ HER, 2457899.394896, 15.071, 0.019, V
DQ HER, 2457899.394109, 15.023, 0.018, V
DQ HER, 2457899.393322, 14.981, 0.096, V
DQ HER, 2457899.392535, 14.961, 0.019, V
DQ HER, 2457899.391736, 14.948, 0.019, V
DQ HER, 2457899.390949, 14.891, 0.017, V
DQ HER, 2457899.390162, 14.883, 0.018, V
DQ HER, 2457899.389375, 14.800, 0.018, V
DQ HER, 2457899.388588, 14.768, 0.016, V
DQ HER, 2457899.387789, 14.754, 0.016, V
DQ HER, 2457899.387002, 14.758, 0.016, V
DQ HER, 2457899.386215, 14.711, 0.023, V
DQ HER, 2457899.385428, 14.734, 0.015, V
DQ HER, 2457899.384641, 14.668, 0.018, V
DQ HER, 2457899.383854, 14.667, 0.018, V
DQ HER, 2457899.383056, 14.732, 0.016, V
DQ HER, 2457899.382269, 14.700, 0.017, V
DQ HER, 2457899.381481, 14.657, 0.016, V
DQ HER, 2457899.380694, 14.684, 0.017, V
DQ HER, 2457897.413993, 14.823, 0.025, V
DQ HER, 2457897.413218, 14.816, 0.025, V
DQ HER, 2457897.412431, 14.820, 0.022, V
DQ HER, 2457897.411644, 14.784, 0.024, V
DQ HER, 2457897.410752, 14.791, 0.026, V
DQ HER, 2457897.409676, 14.783, 0.048, V
DQ HER, 2457897.408877, 14.788, 0.023, V
DQ HER, 2457897.407963, 14.803, 0.031, V
DQ HER, 2457897.407164, 14.821, 0.023, V
DQ HER, 2457897.406377, 14.797, 0.040, V
DQ HER, 2457897.405579, 14.802, 0.023, V
DQ HER, 2457897.40456, 14.796, 0.035, V
DQ HER, 2457897.403762, 14.878, 0.039, V
DQ HER, 2457897.402975, 14.798, 0.028, V
DQ HER, 2457897.402188, 14.854, 0.024, V
DQ HER, 2457897.4014, 14.844, 0.022, V
DQ HER, 2457897.400324, 14.798, 0.023, V
DQ HER, 2457897.399421, 14.767, 0.023, V
DQ HER, 2457897.398634, 14.762, 0.025, V
DQ HER, 2457897.397847, 14.738, 0.025, V
DQ HER, 2457897.39706, 14.744, 0.026, V
DQ HER, 2457897.396273, 14.710, 0.023, V
DQ HER, 2457897.395486, 14.718, 0.023, V
DQ HER, 2457897.394699, 14.718, 0.025, V
DQ HER, 2457897.393912, 14.724, 0.022, V
DQ HER, 2457897.393125, 14.734, 0.024, V
DQ HER, 2457897.392338, 14.727, 0.022, V
DQ HER, 2457897.391551, 14.713, 0.020, V
DQ HER, 2457897.390764, 14.672, 0.022, V
DQ HER, 2457897.389977, 14.711, 0.020, V
DQ HER, 2457897.38919, 14.715, 0.020, V
DQ HER, 2457897.388403, 14.724, 0.022, V
DQ HER, 2457897.387604, 14.686, 0.024, V
DQ HER, 2457897.386817, 14.743, 0.021, V
DQ HER, 2457897.38603, 14.694, 0.036, V
DQ HER, 2457897.384954, 14.681, 0.049, V
DQ HER, 2457897.384155, 14.729, 0.025, V
DQ HER, 2457897.383368, 14.720, 0.025, V
DQ HER, 2457897.382581, 14.744, 0.029, V
DQ HER, 2457897.381794, 14.725, 0.023, V
DQ HER, 2457897.380729, 14.702, 0.028, V
DQ HER, 2457897.379942, 14.683, 0.027, V
DQ HER, 2457897.378854, 14.706, 0.028, V
DQ HER, 2457897.378067, 14.705, 0.024, V
DQ HER, 2457897.37728, 14.656, 0.025, V
DQ HER, 2457897.376493, 14.654, 0.023, V
DQ HER, 2457897.375706, 14.659, 0.022, V
DQ HER, 2457897.374919, 14.666, 0.033, V
DQ HER, 2457897.374132, 14.686, 0.022, V
DQ HER, 2457897.373345, 14.689, 0.028, V
DQ HER, 2457897.372326, 14.693, 0.027, V
DQ HER, 2457897.371319, 14.710, 0.023, V
DQ HER, 2457897.370532, 14.723, 0.022, V
DQ HER, 2457897.369745, 14.738, 0.023, V
DQ HER, 2457897.368669, 14.738, 0.025, V
DQ HER, 2457897.367882, 14.700, 0.021, V
DQ HER, 2457897.367083, 14.772, 0.023, V
DQ HER, 2457897.366227, 14.753, 0.031, V
DQ HER, 2457897.36544, 14.733, 0.033, V
DQ HER, 2457897.364363, 14.742, 0.024, V
DQ HER, 2457896.3775, 14.884, 0.018, V
DQ HER, 2457896.376713, 14.849, 0.019, V
DQ HER, 2457896.375926, 14.877, 0.018, V
DQ HER, 2457896.375139, 14.899, 0.019, V
DQ HER, 2457896.374352, 14.892, 0.021, V
DQ HER, 2457896.373565, 14.888, 0.024, V
DQ HER, 2457896.372778, 14.847, 0.023, V
DQ HER, 2457896.371991, 14.849, 0.020, V
DQ HER, 2457896.371204, 14.812, 0.022, V
DQ HER, 2457896.370359, 14.896, 0.018, V
DQ HER, 2457896.369572, 14.854, 0.017, V
DQ HER, 2457896.368785, 14.856, 0.019, V
DQ HER, 2457896.367998, 14.835, 0.018, V
DQ HER, 2457896.367153, 14.846, 0.020, V
DQ HER, 2457896.366366, 14.879, 0.018, V
DQ HER, 2457896.365579, 14.863, 0.018, V
DQ HER, 2457896.364792, 14.835, 0.019, V
DQ HER, 2457896.364005, 14.893, 0.019, V
DQ HER, 2457896.363218, 14.870, 0.018, V
DQ HER, 2457896.362431, 14.877, 0.016, V
DQ HER, 2457896.361644, 14.871, 0.019, V
DQ HER, 2457896.360856, 14.891, 0.018, V
DQ HER, 2457896.360069, 14.913, 0.018, V
DQ HER, 2457896.359282, 14.905, 0.018, V
DQ HER, 2457896.358495, 14.870, 0.017, V
DQ HER, 2457896.357708, 14.873, 0.018, V
DQ HER, 2457896.356921, 14.846, 0.018, V
DQ HER, 2457896.356134, 14.865, 0.018, V
DQ HER, 2457896.355347, 14.870, 0.017, V
DQ HER, 2457896.35456, 14.888, 0.017, V
DQ HER, 2457896.353773, 14.895, 0.017, V
DQ HER, 2457896.352986, 14.886, 0.017, V
DQ HER, 2457896.352199, 14.915, 0.016, V
DQ HER, 2457896.351412, 14.899, 0.017, V
DQ HER, 2457896.350625, 14.871, 0.017, V
DQ HER, 2457896.349838, 14.897, 0.017, V
DQ HER, 2457896.349051, 14.899, 0.018, V
DQ HER, 2457896.348264, 14.869, 0.018, V
DQ HER, 2457896.347477, 14.954, 0.017, V
DQ HER, 2457896.34669, 14.900, 0.018, V
DQ HER, 2457896.345903, 14.898, 0.017, V
DQ HER, 2457896.345116, 14.895, 0.017, V
DQ HER, 2457896.344329, 14.951, 0.017, V
DQ HER, 2457896.343542, 14.873, 0.018, V
DQ HER, 2457896.342755, 14.917, 0.018, V
DQ HER, 2457896.341968, 14.904, 0.017, V
DQ HER, 2457896.341181, 14.899, 0.019, V
DQ HER, 2457896.340394, 14.893, 0.018, V
DQ HER, 2457896.339606, 14.920, 0.018, V
DQ HER, 2457896.338819, 14.893, 0.019, V
DQ HER, 2457896.338032, 14.917, 0.018, V
DQ HER, 2457896.337245, 14.909, 0.018, V
DQ HER, 2457896.336458, 14.911, 0.017, V
DQ HER, 2457896.335671, 14.953, 0.019, V
DQ HER, 2457896.334884, 14.961, 0.018, V
DQ HER, 2457896.334097, 14.948, 0.019, V
DQ HER, 2457896.333229, 14.948, 0.019, V
DQ HER, 2457896.332442, 14.938, 0.018, V
DQ HER, 2457896.331655, 14.986, 0.021, V
DQ HER, 2457896.330868, 15.032, 0.018, V
DQ HER, 2457896.330081, 15.032, 0.018, V
DQ HER, 2457896.329282, 15.060, 0.019, V
DQ HER, 2457896.328495, 15.121, 0.020, V
DQ HER, 2457893.411343, 16.554, 0.058, V
DQ HER, 2457893.410556, 16.626, 0.050, V
DQ HER, 2457893.409757, 16.789, 0.049, V
DQ HER, 2457893.40897, 16.814, 0.070, V
DQ HER, 2457893.408183, 17.139, 0.075, V
DQ HER, 2457893.407396, 17.079, 0.054, V
DQ HER, 2457893.406597, 17.161, 0.057, V
DQ HER, 2457893.403183, 17.182, 0.070, V
DQ HER, 2457893.402373, 17.114, 0.053, V
DQ HER, 2457893.401586, 16.923, 0.044, V
DQ HER, 2457893.400799, 16.692, 0.040, V
DQ HER, 2457893.400012, 16.547, 0.035, V
DQ HER, 2457893.399225, 16.278, 0.031, V
DQ HER, 2457893.398438, 16.044, 0.025, V
DQ HER, 2457893.39765, 15.782, 0.024, V
DQ HER, 2457893.396863, 15.635, 0.019, V
DQ HER, 2457893.396065, 15.536, 0.021, V
DQ HER, 2457893.395278, 15.448, 0.021, V
DQ HER, 2457893.394491, 15.341, 0.021, V
DQ HER, 2457893.393704, 15.184, 0.018, V
DQ HER, 2457893.392917, 15.089, 0.017, V
DQ HER, 2457893.392014, 14.975, 0.016, V
DQ HER, 2457893.391146, 14.924, 0.017, V
DQ HER, 2457893.390359, 14.896, 0.015, V
DQ HER, 2457893.389572, 14.826, 0.016, V
DQ HER, 2457893.388773, 14.823, 0.015, V
DQ HER, 2457893.387986, 14.732, 0.017, V
DQ HER, 2457893.387199, 14.700, 0.016, V
DQ HER, 2457893.386412, 14.621, 0.014, V
DQ HER, 2457893.385625, 14.701, 0.016, V
DQ HER, 2457893.384826, 14.719, 0.014, V
DQ HER, 2457893.384039, 14.716, 0.016, V
DQ HER, 2457893.383264, 14.687, 0.014, V
DQ HER, 2457893.382465, 14.631, 0.016, V
DQ HER, 2457893.381667, 14.635, 0.014, V
DQ HER, 2457893.38088, 14.619, 0.014, V
DQ HER, 2457893.380093, 14.655, 0.014, V
DQ HER, 2457893.379306, 14.590, 0.015, V
DQ HER, 2457893.378507, 14.596, 0.015, V
DQ HER, 2457893.37772, 14.641, 0.015, V
DQ HER, 2457893.376921, 14.616, 0.016, V
DQ HER, 2457893.376134, 14.662, 0.015, V
DQ HER, 2457893.375289, 14.684, 0.016, V
DQ HER, 2457893.374502, 14.696, 0.015, V
DQ HER, 2457893.373715, 14.685, 0.017, V
DQ HER, 2457893.372917, 14.640, 0.015, V
DQ HER, 2457893.37213, 14.661, 0.015, V
DQ HER, 2457893.371343, 14.662, 0.014, V
DQ HER, 2457893.370556, 14.661, 0.015, V
DQ HER, 2457893.369769, 14.630, 0.015, V
DQ HER, 2457893.368981, 14.593, 0.016, V
DQ HER, 2457893.368194, 14.633, 0.014, V
DQ HER, 2457893.367407, 14.650, 0.016, V
DQ HER, 2457893.366609, 14.645, 0.014, V
DQ HER, 2457893.365822, 14.648, 0.015, V
DQ HER, 2457893.365046, 14.568, 0.016, V
DQ HER, 2457893.364248, 14.606, 0.014, V
DQ HER, 2457893.363461, 14.624, 0.014, V
DQ HER, 2457893.362674, 14.651, 0.015, V
DQ HER, 2457893.361887, 14.627, 0.015, V
DQ HER, 2457893.361088, 14.638, 0.016, V
DQ HER, 2457893.360301, 14.620, 0.016, V
DQ HER, 2457893.359502, 14.622, 0.015, V
DQ HER, 2457893.358715, 14.634, 0.014, V
DQ HER, 2457893.357928, 14.610, 0.016, V
DQ HER, 2457893.35713, 14.623, 0.014, V
DQ HER, 2457893.356343, 14.625, 0.014, V
DQ HER, 2457893.355544, 14.671, 0.015, V
DQ HER, 2457893.354757, 14.649, 0.014, V
DQ HER, 2457893.35397, 14.641, 0.015, V
DQ HER, 2457892.373414, 14.818, 0.016, V
DQ HER, 2457892.372616, 14.808, 0.015, V
DQ HER, 2457892.371829, 14.807, 0.016, V
DQ HER, 2457892.371042, 14.831, 0.014, V
DQ HER, 2457892.370255, 14.808, 0.015, V
DQ HER, 2457892.369468, 14.811, 0.014, V
DQ HER, 2457892.368669, 14.781, 0.015, V
DQ HER, 2457892.36787, 14.798, 0.014, V
DQ HER, 2457892.367083, 14.813, 0.014, V
DQ HER, 2457892.366296, 14.762, 0.014, V
DQ HER, 2457892.365498, 14.769, 0.015, V
DQ HER, 2457892.364711, 14.762, 0.014, V
DQ HER, 2457892.363924, 14.764, 0.015, V
DQ HER, 2457892.363137, 14.790, 0.016, V
DQ HER, 2457892.36235, 14.782, 0.015, V
DQ HER, 2457892.361551, 14.772, 0.015, V
DQ HER, 2457892.360764, 14.818, 0.015, V
DQ HER, 2457892.359977, 14.756, 0.015, V
DQ HER, 2457892.359178, 14.751, 0.014, V
DQ HER, 2457892.358391, 14.746, 0.016, V
DQ HER, 2457892.357593, 14.746, 0.015, V
DQ HER, 2457892.356806, 14.720, 0.015, V
DQ HER, 2457892.356019, 14.772, 0.016, V
DQ HER, 2457892.355231, 14.755, 0.016, V
DQ HER, 2457892.354444, 14.770, 0.018, V
DQ HER, 2457892.353657, 14.767, 0.017, V
DQ HER, 2457892.35287, 14.750, 0.015, V
DQ HER, 2457892.35162, 14.764, 0.015, V
DQ HER, 2457892.350833, 14.762, 0.015, V
DQ HER, 2457892.349676, 14.776, 0.015, V
DQ HER, 2457892.348889, 14.797, 0.015, V
DQ HER, 2457892.34809, 14.812, 0.015, V
DQ HER, 2457892.347303, 14.772, 0.014, V
DQ HER, 2457892.346516, 14.757, 0.015, V
DQ HER, 2457892.345729, 14.761, 0.015, V
DQ HER, 2457892.344942, 14.760, 0.016, V
DQ HER, 2457892.344144, 14.787, 0.016, V
DQ HER, 2457892.343356, 14.785, 0.014, V
DQ HER, 2457892.342569, 14.764, 0.013, V
DQ HER, 2457892.341782, 14.763, 0.015, V
DQ HER, 2457892.340995, 14.748, 0.015, V
DQ HER, 2457892.340197, 14.742, 0.015, V
DQ HER, 2457892.33941, 14.751, 0.015, V
DQ HER, 2457892.338623, 14.738, 0.015, V
DQ HER, 2457892.337836, 14.745, 0.015, V
DQ HER, 2457892.337037, 14.781, 0.014, V
DQ HER, 2457892.336238, 14.771, 0.014, V
DQ HER, 2457892.335451, 14.748, 0.017, V
DQ HER, 2457892.334664, 14.778, 0.014, V
DQ HER, 2457892.333877, 14.773, 0.014, V
DQ HER, 2457892.33309, 14.752, 0.015, V
DQ HER, 2457892.332292, 14.734, 0.015, V
DQ HER, 2457892.331516, 14.730, 0.016, V
DQ HER, 2457892.330718, 14.726, 0.015, V
DQ HER, 2457892.329931, 14.730, 0.016, V
DQ HER, 2457892.329144, 14.772, 0.016, V
DQ HER, 2457892.328356, 14.755, 0.016, V
DQ HER, 2457892.327558, 14.789, 0.016, V
DQ HER, 2457892.326771, 14.781, 0.016, V
DQ HER, 2457892.325972, 14.797, 0.015, V
DQ HER, 2457892.325185, 14.738, 0.017, V
DQ HER, 2457892.324387, 14.770, 0.015, V
DQ HER, 2457892.323588, 14.768, 0.016, V
DQ HER, 2457892.322801, 14.746, 0.016, V
DQ HER, 2457892.322014, 14.683, 0.016, V
DQ HER, 2457892.321215, 14.697, 0.015, V
DQ HER, 2457892.320417, 14.732, 0.014, V
DQ HER, 2457892.31963, 14.729, 0.016, V
DQ HER, 2457892.318843, 14.754, 0.015, V
DQ HER, 2457892.318056, 14.747, 0.015, V
DQ HER, 2457892.317269, 14.762, 0.016, V
DQ HER, 2457892.316481, 14.739, 0.015, V
DQ HER, 2457892.315694, 14.747, 0.016, V
DQ HER, 2457892.314896, 14.738, 0.015, V
DQ HER, 2457892.314109, 14.780, 0.016, V
DQ HER, 2457892.31331, 14.768, 0.016, V
DQ HER, 2457892.312523, 14.786, 0.018, V
DQ HER, 2457891.405278, 14.741, 0.015, V
DQ HER, 2457891.404468, 14.762, 0.014, V
DQ HER, 2457891.403681, 14.795, 0.015, V
DQ HER, 2457891.402905, 14.752, 0.015, V
DQ HER, 2457891.402118, 14.731, 0.013, V
DQ HER, 2457891.401331, 14.780, 0.014, V
DQ HER, 2457891.400532, 14.772, 0.014, V
DQ HER, 2457891.399745, 14.750, 0.014, V
DQ HER, 2457891.398958, 14.738, 0.014, V
DQ HER, 2457891.398171, 14.780, 0.014, V
DQ HER, 2457891.397384, 14.786, 0.014, V
DQ HER, 2457891.396586, 14.784, 0.016, V
